Date,BTC/USD,DXY,Fear and Greed Index
2/6/2018,7737.37,89.674,8
2/7/2018,7588.01,90.34,36
2/8/2018,8259.76,90.278,30
2/9/2018,8693.98,90.324,44
2/10/2018,8560,90.224,54
2/11/2018,8067,90.124,31
2/12/2018,8899,90.108,42
2/13/2018,8522.99,89.734,35
2/14/2018,9490.98,89.007,55
2/15/2018,10018,88.618,71
2/16/2018,10196,89.076,67
2/17/2018,11101,89.076,74
2/18/2018,10421.06,89.076,63
2/19/2018,11173,89.187,67
2/20/2018,11233.41,89.728,74
2/21/2018,10449.4,90.124,54
2/22/2018,9843.34,89.716,44
2/23/2018,10166.1,89.884,39
2/24/2018,9689.99,89.884,31
2/25/2018,9590.04,89.884,33
2/26/2018,10324.7,89.875,37
2/27/2018,10566.3,90.364,44
2/28/2018,10314.9,90.655,41
3/1/2018,10903.13,90.243,38
3/2/2018,11029.99,89.977,47
3/3/2018,11445,89.977,56
3/4/2018,11463.27,89.977,44
3/5/2018,11419.24,90,55
3/6/2018,10723.76,89.43,59
3/7/2018,9913.03,89.593,37
3/8/2018,9285.32,90.119,39
3/9/2018,9230,90.103,37
3/10/2018,8791.47,90.003,39
3/11/2018,9535.04,89.903,40
3/12/2018,9120.75,89.929,41
3/13/2018,9142.32,89.684,41
3/14/2018,8196.69,89.784,40
3/15/2018,8265.05,90.125,32
3/16/2018,8258.54,90.186,33
3/17/2018,7860.83,90.086,31
3/18/2018,8188.24,89.986,29
3/19/2018,8596.93,89.927,29
3/20/2018,8904.02,90.415,37
3/21/2018,8893.79,89.7,36
3/22/2018,8704.67,89.815,36
3/23/2018,8920.79,89.484,28
3/24/2018,8547,89.384,32
3/25/2018,8453.9,89.284,30
3/26/2018,8149.66,89.074,31
3/27/2018,7791.7,89.329,24
3/28/2018,7932.41,90.079,24
3/29/2018,7088.38,90.094,18
3/30/2018,6850,89.974,12
3/31/2018,6928.62,89.974,16
4/1/2018,6813.52,89.974,16
4/2/2018,7052.76,90.023,11
4/3/2018,7416.27,90.177,22
4/4/2018,6799.95,90.12,22
4/5/2018,6771.69,90.449,17
4/6/2018,6618.33,90.072,19
4/7/2018,6904.9,89.972,20
4/8/2018,7027.26,89.872,17
4/9/2018,6780.1,89.83,21
4/10/2018,6835.67,89.622,18
4/11/2018,6940.94,89.511,20
4/12/2018,7923.78,89.764,18
4/13/2018,7896.92,89.77,23
4/14/2018,8000.41,89.67,24
4/15/2018,8354.22,89.57,25
4/16/2018,8048.15,89.432,24
4/17/2018,7890.87,89.481,26
4/18/2018,8172.84,89.608,24
4/19/2018,8271.31,89.902,25
4/20/2018,8861,90.264,26
4/21/2018,8920.71,90.464,32
4/22/2018,8789.96,90.664,31
4/23/2018,8946.95,90.929,28
4/24/2018,9648,90.796,29
4/25/2018,8864.99,91.255,64
4/26/2018,9274.48,91.579,47
4/27/2018,8921.43,91.529,55
4/28/2018,9345.11,91.629,54
4/29/2018,9393.99,91.729,61
4/30/2018,9242.17,91.817,59
5/1/2018,9066.9,92.457,56
5/2/2018,9222,92.709,52
5/3/2018,9732.43,92.435,55
5/4/2018,9696.57,92.569,56
5/5/2018,9823.28,92.669,63
5/6/2018,9623.54,92.769,67
5/7/2018,9359.52,92.768,56
5/8/2018,9167.69,93.082,62
5/9/2018,9308.49,93.123,53
5/10/2018,9020.99,92.72,63
5/11/2018,8411.42,92.554,41
5/12/2018,8481.6,92.554,44
5/13/2018,8696.58,92.554,40
5/14/2018,8674.36,92.669,40
5/15/2018,8474.99,93.284,40
5/16/2018,8346.59,93.322,32
5/17/2018,8067.03,93.472,31
5/18/2018,8248.87,93.664,37
5/19/2018,8231.2,93.664,31
5/20/2018,8518.48,93.664,32
5/21/2018,8391.76,93.539,41
5/22/2018,7984.08,93.593,30
5/23/2018,7502.89,93.947,26
5/24/2018,7586.88,93.776,27
5/25/2018,7471.18,94.253,25
5/26/2018,7335.99,94.353,23
5/27/2018,7347.39,94.453,19
5/28/2018,7112.5,94.417,22
5/29/2018,7469.45,94.826,16
5/30/2018,7375.73,94.067,38
5/31/2018,7492.28,93.977,25
6/1/2018,7511.6,94.156,24
6/2/2018,7642,94.156,27
6/3/2018,7703.67,94.156,40
6/4/2018,7488.26,94.036,41
6/5/2018,7617.98,93.876,26
6/6/2018,7658.57,93.614,42
6/7/2018,7689.28,93.439,38
6/8/2018,7618.11,93.535,40
6/9/2018,7492.7,93.535,39
6/10/2018,6781.17,93.535,24
6/11/2018,6880.61,93.605,15
6/12/2018,6557.67,93.822,19
6/13/2018,6307.4,93.546,19
6/14/2018,6646.1,94.873,17
6/15/2018,6390.6,94.788,26
6/16/2018,6487.92,94.788,22
6/17/2018,6453.41,94.788,23
6/18/2018,6707.5,94.76,27
6/19/2018,6736.52,95.014,32
6/20/2018,6756.58,95.124,34
6/21/2018,6718.33,94.862,37
6/22/2018,6050.45,94.52,28
6/23/2018,6177.38,94.42,17
6/24/2018,6153.4,94.32,15
6/25/2018,6253.61,94.288,16
6/26/2018,6068,94.667,21
6/27/2018,6135.64,95.291,18
6/28/2018,5848.33,95.316,20
6/29/2018,6204.24,94.47,16
6/30/2018,6385.71,94.57,22
7/1/2018,6349.99,94.67,27
7/2/2018,6612.98,94.869,27
7/3/2018,6507.99,94.591,31
7/4/2018,6584.25,94.535,33
7/5/2018,6533.69,94.398,37
7/6/2018,6596.53,93.963,34
7/7/2018,6759.99,93.963,34
7/8/2018,6706.6,93.963,38
7/9/2018,6666.75,94.076,39
7/10/2018,6299.46,94.154,37
7/11/2018,6380,94.718,29
7/12/2018,6243.88,94.828,33
7/13/2018,6215.59,94.677,29
7/14/2018,6243.98,94.577,29
7/15/2018,6349.3,94.477,32
7/16/2018,6721.04,94.511,36
7/17/2018,7310.71,94.985,39
7/18/2018,7374.88,95.087,42
7/19/2018,7471.42,95.158,44
7/20/2018,7330.84,94.476,47
7/21/2018,7409.92,94.576,43
7/22/2018,7396.6,94.676,46
7/23/2018,7719.62,94.63,44
7/24/2018,8403.83,94.613,49
7/25/2018,8174.06,94.229,54
7/26/2018,7926,94.777,53
7/27/2018,8183.05,94.669,47
7/28/2018,8237.74,94.569,54
7/29/2018,8216.74,94.469,54
7/30/2018,8160.21,94.348,53
7/31/2018,7725.43,94.551,48
8/1/2018,7602.01,94.659,39
8/2/2018,7536.37,95.17,39
8/3/2018,7416.98,95.161,36
8/4/2018,7009.99,95.261,31
8/5/2018,7032.61,95.361,23
8/6/2018,6936.11,95.361,25
8/7/2018,6717.68,95.186,25
8/8/2018,6283.59,95.085,23
8/9/2018,6543.76,95.613,19
8/10/2018,6139.99,96.266,21
8/11/2018,6239.98,96.266,18
8/12/2018,6310.82,96.266,18
8/13/2018,6252.63,96.32,21
8/14/2018,6193.62,96.656,16
8/15/2018,6272.3,96.712,18
8/16/2018,6313.51,96.599,21
8/17/2018,6580.15,96.132,19
8/18/2018,6399.28,96.032,24
8/19/2018,6481.99,95.932,27
8/20/2018,6260.82,95.729,26
8/21/2018,6479.27,95.212,19
8/22/2018,6355.76,95.085,21
8/23/2018,6525.01,95.64,18
8/24/2018,6692.94,95.164,19
8/25/2018,6732.4,95.064,22
8/26/2018,6700.46,94.964,19
8/27/2018,6904.51,94.758,18
8/28/2018,7080.94,94.717,19
8/29/2018,7032.96,94.529,19
8/30/2018,6984.01,94.703,22
8/31/2018,7017.35,95.099,17
9/1/2018,7185.01,95.099,21
9/2/2018,7290.31,95.099,18
9/3/2018,7258.99,95.136,19
9/4/2018,7361,95.414,26
9/5/2018,6679.3,95.104,17
9/6/2018,6493.09,95.027,14
9/7/2018,6400,95.339,17
9/8/2018,6178.31,95.239,18
9/9/2018,6236.04,95.139,13
9/10/2018,6301.99,95.151,15
9/11/2018,6279.99,95.105,18
